path,label,signer
dataset\raw\excuse_me\sample_001_mike.npz,excuse_me,mike
dataset\raw\excuse_me\sample_011_mike.npz,excuse_me,mike
dataset\raw\excuse_me\sample_072_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_080_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_084_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_086_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_063_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_075_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_090_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_077_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_067_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_066_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_089_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_070_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_076_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_073_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_083_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_087_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_081_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_082_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_061_wj.npz,excuse_me,wj
dataset\raw\excuse_me\sample_069_wj.npz,excuse_me,wj
dataset\raw\family\sample_057_matt.npz,family,matt
dataset\raw\family\sample_052_matt.npz,family,matt
dataset\raw\family\sample_046_matt.npz,family,matt
dataset\raw\family\sample_037_matt.npz,family,matt
dataset\raw\family\sample_032_matt.npz,family,matt
dataset\raw\family\sample_059_matt.npz,family,matt
dataset\raw\family\sample_056_matt.npz,family,matt
dataset\raw\family\sample_039_matt.npz,family,matt
dataset\raw\family\sample_053_matt.npz,family,matt
dataset\raw\family\sample_031_matt.npz,family,matt
dataset\raw\family\sample_041_matt.npz,family,matt
dataset\raw\family\sample_050_matt.npz,family,matt
dataset\raw\family\sample_060_matt.npz,family,matt
dataset\raw\family\sample_049_matt.npz,family,matt
dataset\raw\family\sample_044_matt.npz,family,matt
dataset\raw\family\sample_043_matt.npz,family,matt
dataset\raw\family\sample_054_matt.npz,family,matt
dataset\raw\family\sample_033_matt.npz,family,matt
dataset\raw\family\sample_047_matt.npz,family,matt
dataset\raw\family\sample_051_matt.npz,family,matt
dataset\raw\family\sample_004_mike.npz,family,mike
dataset\raw\family\sample_023_mike.npz,family,mike
dataset\raw\family\sample_011_mike.npz,family,mike
dataset\raw\family\sample_010_mike.npz,family,mike
dataset\raw\family\sample_003_mike.npz,family,mike
dataset\raw\family\sample_016_mike.npz,family,mike
dataset\raw\family\sample_028_mike.npz,family,mike
dataset\raw\family\sample_026_mike.npz,family,mike
dataset\raw\family\sample_002_mike.npz,family,mike
dataset\raw\family\sample_005_mike.npz,family,mike
dataset\raw\family\sample_014_mike.npz,family,mike
dataset\raw\family\sample_013_mike.npz,family,mike
dataset\raw\family\sample_021_mike.npz,family,mike
dataset\raw\family\sample_008_mike.npz,family,mike
dataset\raw\family\sample_027_mike.npz,family,mike
dataset\raw\family\sample_018_mike.npz,family,mike
dataset\raw\family\sample_009_mike.npz,family,mike
dataset\raw\family\sample_007_mike.npz,family,mike
dataset\raw\family\sample_024_mike.npz,family,mike
dataset\raw\family\sample_006_mike.npz,family,mike
dataset\raw\family\sample_061_wj.npz,family,wj
dataset\raw\family\sample_089_wj.npz,family,wj
dataset\raw\family\sample_066_wj.npz,family,wj
dataset\raw\family\sample_083_wj.npz,family,wj
dataset\raw\family\sample_087_wj.npz,family,wj
dataset\raw\family\sample_082_wj.npz,family,wj
dataset\raw\family\sample_069_wj.npz,family,wj
dataset\raw\family\sample_077_wj.npz,family,wj
dataset\raw\family\sample_090_wj.npz,family,wj
dataset\raw\family\sample_075_wj.npz,family,wj
dataset\raw\family\sample_074_wj.npz,family,wj
dataset\raw\family\sample_070_wj.npz,family,wj
dataset\raw\family\sample_079_wj.npz,family,wj
dataset\raw\family\sample_078_wj.npz,family,wj
dataset\raw\family\sample_080_wj.npz,family,wj
dataset\raw\family\sample_084_wj.npz,family,wj
dataset\raw\family\sample_076_wj.npz,family,wj
dataset\raw\family\sample_073_wj.npz,family,wj
dataset\raw\family\sample_067_wj.npz,family,wj
dataset\raw\family\sample_086_wj.npz,family,wj
dataset\raw\friend\sample_050_matt.npz,friend,matt
dataset\raw\friend\sample_043_matt.npz,friend,matt
dataset\raw\friend\sample_044_matt.npz,friend,matt
dataset\raw\friend\sample_038_matt.npz,friend,matt
dataset\raw\friend\sample_056_matt.npz,friend,matt
dataset\raw\friend\sample_060_matt.npz,friend,matt
dataset\raw\friend\sample_047_matt.npz,friend,matt
dataset\raw\friend\sample_036_matt.npz,friend,matt
dataset\raw\friend\sample_046_matt.npz,friend,matt
dataset\raw\friend\sample_045_matt.npz,friend,matt
dataset\raw\friend\sample_034_matt.npz,friend,matt
dataset\raw\friend\sample_042_matt.npz,friend,matt
dataset\raw\friend\sample_053_matt.npz,friend,matt
dataset\raw\friend\sample_041_matt.npz,friend,matt
dataset\raw\friend\sample_052_matt.npz,friend,matt
dataset\raw\friend\sample_054_matt.npz,friend,matt
dataset\raw\friend\sample_051_matt.npz,friend,matt
dataset\raw\friend\sample_039_matt.npz,friend,matt
dataset\raw\friend\sample_032_matt.npz,friend,matt
dataset\raw\friend\sample_031_matt.npz,friend,matt
dataset\raw\friend\sample_014_mike.npz,friend,mike
dataset\raw\friend\sample_005_mike.npz,friend,mike
dataset\raw\friend\sample_009_mike.npz,friend,mike
dataset\raw\friend\sample_004_mike.npz,friend,mike
dataset\raw\friend\sample_002_mike.npz,friend,mike
dataset\raw\friend\sample_003_mike.npz,friend,mike
dataset\raw\friend\sample_028_mike.npz,friend,mike
dataset\raw\friend\sample_013_mike.npz,friend,mike
dataset\raw\friend\sample_022_mike.npz,friend,mike
dataset\raw\friend\sample_012_mike.npz,friend,mike
dataset\raw\friend\sample_026_mike.npz,friend,mike
dataset\raw\friend\sample_007_mike.npz,friend,mike
dataset\raw\friend\sample_006_mike.npz,friend,mike
dataset\raw\friend\sample_021_mike.npz,friend,mike
dataset\raw\friend\sample_010_mike.npz,friend,mike
dataset\raw\friend\sample_008_mike.npz,friend,mike
dataset\raw\friend\sample_027_mike.npz,friend,mike
dataset\raw\friend\sample_029_mike.npz,friend,mike
dataset\raw\friend\sample_018_mike.npz,friend,mike
dataset\raw\friend\sample_023_mike.npz,friend,mike
dataset\raw\friend\sample_066_wj.npz,friend,wj
dataset\raw\friend\sample_067_wj.npz,friend,wj
dataset\raw\friend\sample_065_wj.npz,friend,wj
dataset\raw\friend\sample_086_wj.npz,friend,wj
dataset\raw\friend\sample_070_wj.npz,friend,wj
dataset\raw\friend\sample_081_wj.npz,friend,wj
dataset\raw\friend\sample_063_wj.npz,friend,wj
dataset\raw\friend\sample_090_wj.npz,friend,wj
dataset\raw\friend\sample_089_wj.npz,friend,wj
dataset\raw\friend\sample_079_wj.npz,friend,wj
dataset\raw\friend\sample_087_wj.npz,friend,wj
dataset\raw\friend\sample_062_wj.npz,friend,wj
dataset\raw\friend\sample_082_wj.npz,friend,wj
dataset\raw\friend\sample_077_wj.npz,friend,wj
dataset\raw\friend\sample_074_wj.npz,friend,wj
dataset\raw\friend\sample_085_wj.npz,friend,wj
dataset\raw\friend\sample_064_wj.npz,friend,wj
dataset\raw\friend\sample_083_wj.npz,friend,wj
dataset\raw\friend\sample_088_wj.npz,friend,wj
dataset\raw\friend\sample_073_wj.npz,friend,wj
dataset\raw\go\sample_052_matt.npz,go,matt
dataset\raw\go\sample_034_matt.npz,go,matt
dataset\raw\go\sample_039_matt.npz,go,matt
dataset\raw\go\sample_042_matt.npz,go,matt
dataset\raw\go\sample_033_matt.npz,go,matt
dataset\raw\go\sample_053_matt.npz,go,matt
dataset\raw\go\sample_045_matt.npz,go,matt
dataset\raw\go\sample_051_matt.npz,go,matt
dataset\raw\go\sample_041_matt.npz,go,matt
dataset\raw\go\sample_056_matt.npz,go,matt
dataset\raw\go\sample_032_matt.npz,go,matt
dataset\raw\go\sample_050_matt.npz,go,matt
dataset\raw\go\sample_038_matt.npz,go,matt
dataset\raw\go\sample_048_matt.npz,go,matt
dataset\raw\go\sample_037_matt.npz,go,matt
dataset\raw\go\sample_058_matt.npz,go,matt
dataset\raw\go\sample_031_matt.npz,go,matt
dataset\raw\go\sample_060_matt.npz,go,matt
dataset\raw\go\sample_047_matt.npz,go,matt
dataset\raw\go\sample_057_matt.npz,go,matt
dataset\raw\go\sample_028_mike.npz,go,mike
dataset\raw\go\sample_030_mike.npz,go,mike
dataset\raw\go\sample_015_mike.npz,go,mike
dataset\raw\go\sample_012_mike.npz,go,mike
dataset\raw\go\sample_001_mike.npz,go,mike
dataset\raw\go\sample_017_mike.npz,go,mike
dataset\raw\go\sample_005_mike.npz,go,mike
dataset\raw\go\sample_020_mike.npz,go,mike
dataset\raw\go\sample_014_mike.npz,go,mike
dataset\raw\go\sample_022_mike.npz,go,mike
dataset\raw\go\sample_008_mike.npz,go,mike
dataset\raw\go\sample_013_mike.npz,go,mike
dataset\raw\go\sample_006_mike.npz,go,mike
dataset\raw\go\sample_011_mike.npz,go,mike
dataset\raw\go\sample_007_mike.npz,go,mike
dataset\raw\go\sample_003_mike.npz,go,mike
dataset\raw\go\sample_018_mike.npz,go,mike
dataset\raw\go\sample_026_mike.npz,go,mike
dataset\raw\go\sample_027_mike.npz,go,mike
dataset\raw\go\sample_025_mike.npz,go,mike
dataset\raw\go\sample_079_wj.npz,go,wj
dataset\raw\go\sample_066_wj.npz,go,wj
dataset\raw\go\sample_070_wj.npz,go,wj
dataset\raw\go\sample_089_wj.npz,go,wj
dataset\raw\go\sample_090_wj.npz,go,wj
dataset\raw\go\sample_073_wj.npz,go,wj
dataset\raw\go\sample_072_wj.npz,go,wj
dataset\raw\go\sample_061_wj.npz,go,wj
dataset\raw\go\sample_065_wj.npz,go,wj
dataset\raw\go\sample_063_wj.npz,go,wj
dataset\raw\go\sample_085_wj.npz,go,wj
dataset\raw\go\sample_084_wj.npz,go,wj
dataset\raw\go\sample_082_wj.npz,go,wj
dataset\raw\go\sample_076_wj.npz,go,wj
dataset\raw\go\sample_069_wj.npz,go,wj
dataset\raw\go\sample_068_wj.npz,go,wj
dataset\raw\go\sample_080_wj.npz,go,wj
dataset\raw\go\sample_074_wj.npz,go,wj
dataset\raw\go\sample_081_wj.npz,go,wj
dataset\raw\go\sample_071_wj.npz,go,wj
dataset\raw\have\sample_046_matt.npz,have,matt
dataset\raw\have\sample_054_matt.npz,have,matt
dataset\raw\have\sample_059_matt.npz,have,matt
dataset\raw\have\sample_033_matt.npz,have,matt
dataset\raw\have\sample_040_matt.npz,have,matt
dataset\raw\have\sample_043_matt.npz,have,matt
dataset\raw\have\sample_051_matt.npz,have,matt
dataset\raw\have\sample_038_matt.npz,have,matt
dataset\raw\have\sample_032_matt.npz,have,matt
dataset\raw\have\sample_036_matt.npz,have,matt
dataset\raw\have\sample_053_matt.npz,have,matt
dataset\raw\have\sample_044_matt.npz,have,matt
dataset\raw\have\sample_042_matt.npz,have,matt
dataset\raw\have\sample_047_matt.npz,have,matt
dataset\raw\have\sample_039_matt.npz,have,matt
dataset\raw\have\sample_041_matt.npz,have,matt
dataset\raw\have\sample_058_matt.npz,have,matt
dataset\raw\have\sample_056_matt.npz,have,matt
dataset\raw\have\sample_052_matt.npz,have,matt
dataset\raw\have\sample_060_matt.npz,have,matt
dataset\raw\have\sample_003_mike.npz,have,mike
dataset\raw\have\sample_006_mike.npz,have,mike
dataset\raw\have\sample_029_mike.npz,have,mike
dataset\raw\have\sample_020_mike.npz,have,mike
dataset\raw\have\sample_012_mike.npz,have,mike
dataset\raw\have\sample_016_mike.npz,have,mike
dataset\raw\have\sample_002_mike.npz,have,mike
dataset\raw\have\sample_017_mike.npz,have,mike
dataset\raw\have\sample_014_mike.npz,have,mike
dataset\raw\have\sample_007_mike.npz,have,mike
dataset\raw\have\sample_028_mike.npz,have,mike
dataset\raw\have\sample_027_mike.npz,have,mike
dataset\raw\have\sample_005_mike.npz,have,mike
dataset\raw\have\sample_022_mike.npz,have,mike
dataset\raw\have\sample_018_mike.npz,have,mike
dataset\raw\have\sample_015_mike.npz,have,mike
dataset\raw\have\sample_025_mike.npz,have,mike
dataset\raw\have\sample_001_mike.npz,have,mike
dataset\raw\have\sample_026_mike.npz,have,mike
dataset\raw\have\sample_008_mike.npz,have,mike
dataset\raw\have\sample_067_wj.npz,have,wj
dataset\raw\have\sample_069_wj.npz,have,wj
dataset\raw\have\sample_075_wj.npz,have,wj
dataset\raw\have\sample_065_wj.npz,have,wj
dataset\raw\have\sample_076_wj.npz,have,wj
dataset\raw\have\sample_089_wj.npz,have,wj
dataset\raw\have\sample_063_wj.npz,have,wj
dataset\raw\have\sample_073_wj.npz,have,wj
dataset\raw\have\sample_071_wj.npz,have,wj
dataset\raw\have\sample_086_wj.npz,have,wj
dataset\raw\have\sample_088_wj.npz,have,wj
dataset\raw\have\sample_070_wj.npz,have,wj
dataset\raw\have\sample_087_wj.npz,have,wj
dataset\raw\have\sample_077_wj.npz,have,wj
dataset\raw\have\sample_061_wj.npz,have,wj
dataset\raw\have\sample_083_wj.npz,have,wj
dataset\raw\have\sample_066_wj.npz,have,wj
dataset\raw\have\sample_062_wj.npz,have,wj
dataset\raw\have\sample_082_wj.npz,have,wj
dataset\raw\have\sample_078_wj.npz,have,wj
dataset\raw\help\sample_059_matt.npz,help,matt
dataset\raw\help\sample_032_matt.npz,help,matt
dataset\raw\help\sample_038_matt.npz,help,matt
dataset\raw\help\sample_047_matt.npz,help,matt
dataset\raw\help\sample_034_matt.npz,help,matt
dataset\raw\help\sample_035_matt.npz,help,matt
dataset\raw\help\sample_055_matt.npz,help,matt
dataset\raw\help\sample_036_matt.npz,help,matt
dataset\raw\help\sample_039_matt.npz,help,matt
dataset\raw\help\sample_049_matt.npz,help,matt
dataset\raw\help\sample_040_matt.npz,help,matt
dataset\raw\help\sample_044_matt.npz,help,matt
dataset\raw\help\sample_052_matt.npz,help,matt
dataset\raw\help\sample_031_matt.npz,help,matt
dataset\raw\help\sample_043_matt.npz,help,matt
dataset\raw\help\sample_060_matt.npz,help,matt
dataset\raw\help\sample_046_matt.npz,help,matt
dataset\raw\help\sample_051_matt.npz,help,matt
dataset\raw\help\sample_041_matt.npz,help,matt
dataset\raw\help\sample_050_matt.npz,help,matt
dataset\raw\help\sample_013_mike.npz,help,mike
dataset\raw\help\sample_018_mike.npz,help,mike
dataset\raw\help\sample_020_mike.npz,help,mike
dataset\raw\help\sample_027_mike.npz,help,mike
dataset\raw\help\sample_014_mike.npz,help,mike
dataset\raw\help\sample_008_mike.npz,help,mike
dataset\raw\help\sample_016_mike.npz,help,mike
dataset\raw\help\sample_021_mike.npz,help,mike
dataset\raw\help\sample_011_mike.npz,help,mike
dataset\raw\help\sample_007_mike.npz,help,mike
dataset\raw\help\sample_028_mike.npz,help,mike
dataset\raw\help\sample_015_mike.npz,help,mike
dataset\raw\help\sample_003_mike.npz,help,mike
dataset\raw\help\sample_019_mike.npz,help,mike
dataset\raw\help\sample_029_mike.npz,help,mike
dataset\raw\help\sample_024_mike.npz,help,mike
dataset\raw\help\sample_009_mike.npz,help,mike
dataset\raw\help\sample_006_mike.npz,help,mike
dataset\raw\help\sample_010_mike.npz,help,mike
dataset\raw\help\sample_012_mike.npz,help,mike
dataset\raw\help\sample_065_wj.npz,help,wj
dataset\raw\help\sample_084_wj.npz,help,wj
dataset\raw\help\sample_089_wj.npz,help,wj
dataset\raw\help\sample_078_wj.npz,help,wj
dataset\raw\help\sample_086_wj.npz,help,wj
dataset\raw\help\sample_064_wj.npz,help,wj
dataset\raw\help\sample_085_wj.npz,help,wj
dataset\raw\help\sample_061_wj.npz,help,wj
dataset\raw\help\sample_068_wj.npz,help,wj
dataset\raw\help\sample_073_wj.npz,help,wj
dataset\raw\help\sample_076_wj.npz,help,wj
dataset\raw\help\sample_075_wj.npz,help,wj
dataset\raw\help\sample_081_wj.npz,help,wj
dataset\raw\help\sample_067_wj.npz,help,wj
dataset\raw\help\sample_066_wj.npz,help,wj
dataset\raw\help\sample_080_wj.npz,help,wj
dataset\raw\help\sample_071_wj.npz,help,wj
dataset\raw\help\sample_088_wj.npz,help,wj
dataset\raw\help\sample_082_wj.npz,help,wj
dataset\raw\help\sample_074_wj.npz,help,wj
dataset\raw\home\sample_044_matt.npz,home,matt
dataset\raw\home\sample_043_matt.npz,home,matt
dataset\raw\home\sample_038_matt.npz,home,matt
dataset\raw\home\sample_045_matt.npz,home,matt
dataset\raw\home\sample_059_matt.npz,home,matt
dataset\raw\home\sample_041_matt.npz,home,matt
dataset\raw\home\sample_051_matt.npz,home,matt
dataset\raw\home\sample_050_matt.npz,home,matt
dataset\raw\home\sample_053_matt.npz,home,matt
dataset\raw\home\sample_035_matt.npz,home,matt
dataset\raw\home\sample_039_matt.npz,home,matt
dataset\raw\home\sample_046_matt.npz,home,matt
dataset\raw\home\sample_057_matt.npz,home,matt
dataset\raw\home\sample_034_matt.npz,home,matt
dataset\raw\home\sample_032_matt.npz,home,matt
dataset\raw\home\sample_047_matt.npz,home,matt
dataset\raw\home\sample_054_matt.npz,home,matt
dataset\raw\home\sample_036_matt.npz,home,matt
dataset\raw\home\sample_048_matt.npz,home,matt
dataset\raw\home\sample_033_matt.npz,home,matt
dataset\raw\home\sample_007_mike.npz,home,mike
dataset\raw\home\sample_008_mike.npz,home,mike
dataset\raw\home\sample_027_mike.npz,home,mike
dataset\raw\home\sample_013_mike.npz,home,mike
dataset\raw\home\sample_016_mike.npz,home,mike
dataset\raw\home\sample_028_mike.npz,home,mike
dataset\raw\home\sample_030_mike.npz,home,mike
dataset\raw\home\sample_026_mike.npz,home,mike
dataset\raw\home\sample_005_mike.npz,home,mike
dataset\raw\home\sample_017_mike.npz,home,mike
dataset\raw\home\sample_012_mike.npz,home,mike
dataset\raw\home\sample_006_mike.npz,home,mike
dataset\raw\home\sample_001_mike.npz,home,mike
dataset\raw\home\sample_003_mike.npz,home,mike
dataset\raw\home\sample_019_mike.npz,home,mike
dataset\raw\home\sample_021_mike.npz,home,mike
dataset\raw\home\sample_022_mike.npz,home,mike
dataset\raw\home\sample_004_mike.npz,home,mike
dataset\raw\home\sample_014_mike.npz,home,mike
dataset\raw\home\sample_010_mike.npz,home,mike
dataset\raw\home\sample_084_wj.npz,home,wj
dataset\raw\home\sample_079_wj.npz,home,wj
dataset\raw\home\sample_067_wj.npz,home,wj
dataset\raw\home\sample_066_wj.npz,home,wj
dataset\raw\home\sample_076_wj.npz,home,wj
dataset\raw\home\sample_087_wj.npz,home,wj
dataset\raw\home\sample_088_wj.npz,home,wj
dataset\raw\home\sample_090_wj.npz,home,wj
dataset\raw\home\sample_064_wj.npz,home,wj
dataset\raw\home\sample_069_wj.npz,home,wj
dataset\raw\home\sample_074_wj.npz,home,wj
dataset\raw\home\sample_078_wj.npz,home,wj
dataset\raw\home\sample_072_wj.npz,home,wj
dataset\raw\home\sample_080_wj.npz,home,wj
dataset\raw\home\sample_061_wj.npz,home,wj
dataset\raw\home\sample_075_wj.npz,home,wj
dataset\raw\home\sample_083_wj.npz,home,wj
dataset\raw\home\sample_086_wj.npz,home,wj
dataset\raw\home\sample_082_wj.npz,home,wj
dataset\raw\home\sample_085_wj.npz,home,wj
dataset\raw\how\sample_047_matt.npz,how,matt
dataset\raw\how\sample_050_matt.npz,how,matt
dataset\raw\how\sample_057_matt.npz,how,matt
dataset\raw\how\sample_035_matt.npz,how,matt
dataset\raw\how\sample_051_matt.npz,how,matt
dataset\raw\how\sample_037_matt.npz,how,matt
dataset\raw\how\sample_041_matt.npz,how,matt
dataset\raw\how\sample_044_matt.npz,how,matt
dataset\raw\how\sample_033_matt.npz,how,matt
dataset\raw\how\sample_043_matt.npz,how,matt
dataset\raw\how\sample_040_matt.npz,how,matt
dataset\raw\how\sample_031_matt.npz,how,matt
dataset\raw\how\sample_045_matt.npz,how,matt
dataset\raw\how\sample_049_matt.npz,how,matt
dataset\raw\how\sample_055_matt.npz,how,matt
dataset\raw\how\sample_046_matt.npz,how,matt
dataset\raw\how\sample_039_matt.npz,how,matt
dataset\raw\how\sample_032_matt.npz,how,matt
dataset\raw\how\sample_042_matt.npz,how,matt
dataset\raw\how\sample_034_matt.npz,how,matt
dataset\raw\how\sample_020_mike.npz,how,mike
dataset\raw\how\sample_013_mike.npz,how,mike
dataset\raw\how\sample_001_mike.npz,how,mike
dataset\raw\how\sample_018_mike.npz,how,mike
dataset\raw\how\sample_027_mike.npz,how,mike
dataset\raw\how\sample_014_mike.npz,how,mike
dataset\raw\how\sample_010_mike.npz,how,mike
dataset\raw\how\sample_019_mike.npz,how,mike
dataset\raw\how\sample_004_mike.npz,how,mike
dataset\raw\how\sample_022_mike.npz,how,mike
dataset\raw\how\sample_028_mike.npz,how,mike
dataset\raw\how\sample_015_mike.npz,how,mike
dataset\raw\how\sample_024_mike.npz,how,mike
dataset\raw\how\sample_002_mike.npz,how,mike
dataset\raw\how\sample_030_mike.npz,how,mike
dataset\raw\how\sample_012_mike.npz,how,mike
dataset\raw\how\sample_005_mike.npz,how,mike
dataset\raw\how\sample_026_mike.npz,how,mike
dataset\raw\how\sample_016_mike.npz,how,mike
dataset\raw\how\sample_007_mike.npz,how,mike
dataset\raw\how\sample_075_wj.npz,how,wj
dataset\raw\how\sample_072_wj.npz,how,wj
dataset\raw\how\sample_084_wj.npz,how,wj
dataset\raw\how\sample_065_wj.npz,how,wj
dataset\raw\how\sample_081_wj.npz,how,wj
dataset\raw\how\sample_070_wj.npz,how,wj
dataset\raw\how\sample_083_wj.npz,how,wj
dataset\raw\how\sample_078_wj.npz,how,wj
dataset\raw\how\sample_089_wj.npz,how,wj
dataset\raw\how\sample_068_wj.npz,how,wj
dataset\raw\how\sample_061_wj.npz,how,wj
dataset\raw\how\sample_064_wj.npz,how,wj
dataset\raw\how\sample_080_wj.npz,how,wj
dataset\raw\how\sample_087_wj.npz,how,wj
dataset\raw\how\sample_074_wj.npz,how,wj
dataset\raw\how\sample_088_wj.npz,how,wj
dataset\raw\how\sample_085_wj.npz,how,wj
dataset\raw\how\sample_077_wj.npz,how,wj
dataset\raw\how\sample_079_wj.npz,how,wj
dataset\raw\how\sample_073_wj.npz,how,wj
dataset\raw\i\sample_059_matt.npz,i,matt
dataset\raw\i\sample_050_matt.npz,i,matt
dataset\raw\i\sample_044_matt.npz,i,matt
dataset\raw\i\sample_049_matt.npz,i,matt
dataset\raw\i\sample_032_matt.npz,i,matt
dataset\raw\i\sample_037_matt.npz,i,matt
dataset\raw\i\sample_055_matt.npz,i,matt
dataset\raw\i\sample_034_matt.npz,i,matt
dataset\raw\i\sample_035_matt.npz,i,matt
dataset\raw\i\sample_043_matt.npz,i,matt
dataset\raw\i\sample_047_matt.npz,i,matt
dataset\raw\i\sample_054_matt.npz,i,matt
dataset\raw\i\sample_042_matt.npz,i,matt
dataset\raw\i\sample_036_matt.npz,i,matt
dataset\raw\i\sample_041_matt.npz,i,matt
dataset\raw\i\sample_040_matt.npz,i,matt
dataset\raw\i\sample_033_matt.npz,i,matt
dataset\raw\i\sample_053_matt.npz,i,matt
dataset\raw\i\sample_057_matt.npz,i,matt
dataset\raw\i\sample_046_matt.npz,i,matt
dataset\raw\i\sample_014_mike.npz,i,mike
dataset\raw\i\sample_022_mike.npz,i,mike
dataset\raw\i\sample_025_mike.npz,i,mike
dataset\raw\i\sample_004_mike.npz,i,mike
dataset\raw\i\sample_006_mike.npz,i,mike
dataset\raw\i\sample_030_mike.npz,i,mike
dataset\raw\i\sample_011_mike.npz,i,mike
dataset\raw\i\sample_024_mike.npz,i,mike
dataset\raw\i\sample_018_mike.npz,i,mike
dataset\raw\i\sample_016_mike.npz,i,mike
dataset\raw\i\sample_021_mike.npz,i,mike
dataset\raw\i\sample_007_mike.npz,i,mike
dataset\raw\i\sample_027_mike.npz,i,mike
dataset\raw\i\sample_002_mike.npz,i,mike
dataset\raw\i\sample_023_mike.npz,i,mike
dataset\raw\i\sample_017_mike.npz,i,mike
dataset\raw\i\sample_012_mike.npz,i,mike
dataset\raw\i\sample_026_mike.npz,i,mike
dataset\raw\i\sample_003_mike.npz,i,mike
dataset\raw\i\sample_029_mike.npz,i,mike
dataset\raw\i\sample_078_wj.npz,i,wj
dataset\raw\i\sample_079_wj.npz,i,wj
dataset\raw\i\sample_085_wj.npz,i,wj
dataset\raw\i\sample_062_wj.npz,i,wj
dataset\raw\i\sample_084_wj.npz,i,wj
dataset\raw\i\sample_087_wj.npz,i,wj
dataset\raw\i\sample_083_wj.npz,i,wj
dataset\raw\i\sample_076_wj.npz,i,wj
dataset\raw\i\sample_071_wj.npz,i,wj
dataset\raw\i\sample_075_wj.npz,i,wj
dataset\raw\i\sample_068_wj.npz,i,wj
dataset\raw\i\sample_072_wj.npz,i,wj
dataset\raw\i\sample_090_wj.npz,i,wj
dataset\raw\i\sample_082_wj.npz,i,wj
dataset\raw\i\sample_089_wj.npz,i,wj
dataset\raw\i\sample_065_wj.npz,i,wj
dataset\raw\i\sample_073_wj.npz,i,wj
dataset\raw\i\sample_063_wj.npz,i,wj
dataset\raw\i\sample_067_wj.npz,i,wj
dataset\raw\i\sample_077_wj.npz,i,wj
dataset\raw\know\sample_046_matt.npz,know,matt
dataset\raw\know\sample_045_matt.npz,know,matt
dataset\raw\know\sample_035_matt.npz,know,matt
dataset\raw\know\sample_058_matt.npz,know,matt
dataset\raw\know\sample_038_matt.npz,know,matt
dataset\raw\know\sample_060_matt.npz,know,matt
dataset\raw\know\sample_040_matt.npz,know,matt
dataset\raw\know\sample_053_matt.npz,know,matt
dataset\raw\know\sample_052_matt.npz,know,matt
dataset\raw\know\sample_047_matt.npz,know,matt
dataset\raw\know\sample_036_matt.npz,know,matt
dataset\raw\know\sample_055_matt.npz,know,matt
dataset\raw\know\sample_044_matt.npz,know,matt
dataset\raw\know\sample_059_matt.npz,know,matt
dataset\raw\know\sample_042_matt.npz,know,matt
dataset\raw\know\sample_034_matt.npz,know,matt
dataset\raw\know\sample_049_matt.npz,know,matt
dataset\raw\know\sample_050_matt.npz,know,matt
dataset\raw\know\sample_041_matt.npz,know,matt
dataset\raw\know\sample_056_matt.npz,know,matt
dataset\raw\know\sample_022_mike.npz,know,mike
dataset\raw\know\sample_023_mike.npz,know,mike
dataset\raw\know\sample_015_mike.npz,know,mike
dataset\raw\know\sample_016_mike.npz,know,mike
dataset\raw\know\sample_026_mike.npz,know,mike
dataset\raw\know\sample_001_mike.npz,know,mike
dataset\raw\know\sample_002_mike.npz,know,mike
dataset\raw\know\sample_027_mike.npz,know,mike
dataset\raw\know\sample_024_mike.npz,know,mike
dataset\raw\know\sample_021_mike.npz,know,mike
dataset\raw\know\sample_010_mike.npz,know,mike
dataset\raw\know\sample_005_mike.npz,know,mike
dataset\raw\know\sample_018_mike.npz,know,mike
dataset\raw\know\sample_012_mike.npz,know,mike
dataset\raw\know\sample_006_mike.npz,know,mike
dataset\raw\know\sample_013_mike.npz,know,mike
dataset\raw\know\sample_028_mike.npz,know,mike
dataset\raw\know\sample_003_mike.npz,know,mike
dataset\raw\know\sample_008_mike.npz,know,mike
dataset\raw\know\sample_011_mike.npz,know,mike
dataset\raw\know\sample_061_wj.npz,know,wj
dataset\raw\know\sample_079_wj.npz,know,wj
dataset\raw\know\sample_088_wj.npz,know,wj
dataset\raw\know\sample_087_wj.npz,know,wj
dataset\raw\know\sample_075_wj.npz,know,wj
